  CCSDS_OEM_VERS = 2.0
  CREATION_DATE  = 2026-08-21T00:48:50
  ORIGINATOR     = BACC

  META_START
  OBJECT_NAME    = KJZ
  OBJECT_ID      = CSS
  CENTER_NAME    = EARTH
  REF_FRAME      = EME2000
  TIME_SYSTEM    = UTC
  START_TIME     = 2026-08-21T00:00:00.000000
  STOP_TIME      = 2026-08-28T00:00:00.000000
  META_STOP

  COMMENT OEM data, unit is km and km/s.
  2026-08-21T00:00:00.000000       4555.223576747      -4255.760879945       2627.971545643    3.00497796700    5.75655709800    4.10002748500
  2026-08-21T00:04:00.000000       5099.644028507      -2734.348794008       3502.688971040    1.50386492900    6.84335799100    3.14410129200
  2026-08-21T00:08:00.000000       5268.234923209      -1011.419896985       4118.534210366   -0.10753972300    7.42553049200    1.95617054700
  2026-08-21T00:11:59.999999       5048.696761575        786.025460357       4430.087542650   -1.71057365200    7.46054330900    0.62404090200
  2026-08-21T00:15:59.999999       4457.279966764       2525.568933773       4414.386752969   -3.18741931000    6.94601145300   -0.75406538200
  2026-08-21T00:20:00.000000       3537.550692705       4079.072788407       4072.590502434   -4.42964768000    5.91975225700   -2.07662763000
  2026-08-21T00:24:00.000000       2357.193050017       5332.038636823       3429.876200591   -5.34587454100    4.45694088500   -3.24616450200
  2026-08-21T00:27:59.999999       1003.106085269       6192.013287416       2533.645947846   -5.86838443600    2.66506689200   -4.17612209100
  2026-08-21T00:31:59.999999       -424.942655324       6595.473405846       1450.081630938   -5.95836011600    0.67622971000   -4.79754316700
  2026-08-21T00:36:00.000000      -1821.669593473       6512.600855852        259.277819922   -5.60898150900   -1.36249584900   -5.06419861800
  2026-08-21T00:40:00.000000      -3084.108466543       5949.593172634       -950.700208010   -4.84631764500   -3.30001513000   -4.95638547600
  2026-08-21T00:43:59.999999      -4119.320318998       4948.202200709      -2090.431545096   -3.72727118500   -4.99305546400   -4.48254820500
  2026-08-21T00:47:59.999999      -4851.292427522       3582.525231033      -3075.832979287   -2.33506132600   -6.31705390900   -3.67839746500
  2026-08-21T00:52:00.000000      -5226.499224500       1953.363127534      -3834.381922707   -0.77261590400   -7.17537738200   -2.60389469400
  2026-08-21T00:56:00.000000      -5217.704119649        180.667614647      -4310.395775531    0.84526648700   -7.50596391800   -1.33850862600
  2026-08-21T00:59:59.999999      -4825.810302326      -1605.299602470      -4469.013907245    2.40032355200   -7.28538550500    0.02479969000
